iter	Logloss
213	0.2025450183
214	0.202497857
215	0.202443282
216	0.2024107159
217	0.2023317351
218	0.2021405692
219	0.2020869352
220	0.2020295336
221	0.2019205036
222	0.2018675465
223	0.201392801
224	0.2013464372
225	0.2012687304
226	0.2011950511
227	0.2010191007
228	0.2009731562
229	0.2009177406
230	0.20088404
231	0.2008361637
232	0.2007645464
233	0.2007094795
234	0.2006704216
235	0.2006251358
236	0.2005919395
237	0.2005633919
238	0.2004766821
239	0.200419108
240	0.2003757515
241	0.2003359538
242	0.2001853917
243	0.20013761
244	0.1999666818
245	0.1999240301
246	0.1998850754
247	0.1996852844
248	0.1996285149
249	0.1995945071
250	0.1995480814
251	0.1995077387
252	0.1994518786
253	0.1994164096
254	0.199336908
255	0.1992477706
256	0.1991778358
257	0.1991201203
258	0.1990763071
259	0.1990308093
260	0.1989973544
261	0.1989477837
262	0.1988940512
263	0.198832317
264	0.1987557569
265	0.1986948365
266	0.1986434141
267	0.1985662814
268	0.1982237216
269	0.1981829059
270	0.1981378331
271	0.1980781808
272	0.1980529296
273	0.1976983842
274	0.1975239335
275	0.1974698467
276	0.1974007384
277	0.1973703021
278	0.1972300834
279	0.1971761013
280	0.1971351574
281	0.1970986901
282	0.1970448866
283	0.1970007234
284	0.1969477538
285	0.196909783
286	0.1968617813
287	0.1968177274
288	0.1967822104
289	0.1967309007
290	0.1966765717
291	0.1966223325
292	0.1965643516
293	0.196506324
294	0.1964636739
295	0.1964353159
296	0.196395113
297	0.1963567279
298	0.1963176495
299	0.1962738905
300	0.1962279232
301	0.1961447362
302	0.1959080879
303	0.1958666123
304	0.1958313975
305	0.1957855977
306	0.1957155467
307	0.195661309
308	0.1956373527
309	0.1956142972
310	0.1955536609
311	0.1955093687
312	0.1954554353
313	0.1954283294
314	0.1953945756
315	0.1953610209
316	0.195313222
317	0.1952445832
318	0.195201429
319	0.1951713435
320	0.1951259126
321	0.1951017205
322	0.1950799036
323	0.1950454206
324	0.195033156
325	0.1949821663
326	0.1949238329
327	0.1948811514
328	0.1948136751
329	0.1945183127
330	0.1941692494
331	0.1941246939
332	0.1940785835
333	0.1940485482
334	0.1940137897
335	0.1939596248
336	0.1939218917
337	0.1938684888
338	0.1938340641
339	0.1937741313
340	0.1937147076
341	0.1936831232
342	0.1936448024
343	0.1936081192
344	0.1935326751
345	0.19347611
346	0.193434103
347	0.193406597
348	0.1933703113
349	0.1933299004
350	0.1932879116
351	0.1932602054
352	0.193227409
353	0.1931526852
354	0.1931252177
355	0.1930797239
356	0.193036154
357	0.1929782826
358	0.1928757068
359	0.1928701903
360	0.1928403554
361	0.1927880942
362	0.1927501854
363	0.1927113205
364	0.1926627091
365	0.192629044
366	0.1925833963
367	0.1925319997
368	0.1924875673
369	0.1924506
370	0.1924162729
371	0.1923782826
372	0.1923434092
373	0.1923228302
374	0.192266011
375	0.1921999955
376	0.1921514979
377	0.1921104428
378	0.1920747323
379	0.192034084
380	0.1920087259
381	0.1919753673
382	0.1919396926
383	0.1919035359
384	0.1918719913
385	0.1918357672
386	0.1917856724
387	0.191753984
388	0.1917539772
389	0.1917269849
390	0.1917214526
391	0.1916673117
392	0.1916286165
393	0.1915537778
394	0.191524218
395	0.1914568612
396	0.1914183256
397	0.1913893584
398	0.1913493576
399	0.1913012108
400	0.19127745
401	0.191168093
402	0.1911221536
403	0.1910859205
404	0.1910522174
405	0.1909855868
406	0.1909544648
407	0.190951437
408	0.1909084692
409	0.1908623613
410	0.1908241845
411	0.1907760582
412	0.1907311775
413	0.190696658
414	0.1906498036
415	0.1906126474
416	0.1905836355
417	0.1905468864
418	0.1904807401
419	0.1904506768
420	0.1904062559
421	0.1903729845
422	0.1903287536
423	0.1902837856
424	0.190209899
425	0.190207737
426	0.1901715806
427	0.1901202043
428	0.1900890148
429	0.1900291256
430	0.1899815664
431	0.1899536081
432	0.1899245941
433	0.1898859815
434	0.1898464777
435	0.1897887397
436	0.1897545457
437	0.1897303119
438	0.1896967792
439	0.1896707798
440	0.1896528298
441	0.1896238802
442	0.189600322
443	0.1895619047
444	0.1894228366
445	0.1893927205
446	0.1893599689
447	0.1893239816
448	0.1892894017
449	0.1892517679
450	0.1892062487
451	0.1891540305
452	0.1891230182
453	0.1890810706
454	0.1890313169
455	0.1890096968
456	0.1889835626
457	0.1889060243
458	0.1888527093
459	0.1888256683
460	0.1888040126
461	0.1887701905
462	0.1887329558
463	0.1886901635
464	0.1886562276
465	0.1886304267
466	0.1885180461
467	0.1884770934
468	0.1884372127
469	0.1884026174
470	0.1882895007
471	0.1882411028
472	0.1881924042
473	0.1881470724
474	0.1881150956
475	0.1880875671
476	0.1880637102
477	0.1880328671
478	0.1879989184
479	0.1879536928
480	0.1879107492
481	0.1878741451
482	0.1878298412
483	0.1877920396
484	0.1877418634
485	0.1877148057
486	0.1876714342
487	0.1876339652
488	0.1875851763
489	0.1875544915
490	0.1875091064
491	0.1874369246
492	0.1873990178
493	0.1873637201
494	0.1873325639
495	0.1872996542
496	0.1872644822
497	0.1872256614
498	0.187188181
499	0.1871561731
500	0.1871023169
501	0.1870739172
502	0.1870510717
503	0.1870130303
504	0.1869731352
505	0.1869691469
506	0.1869418699
507	0.1869180471
508	0.1868862147
509	0.1868406195
510	0.1868112613
511	0.1867919456
512	0.1867567838
513	0.186706163
514	0.1866764137
515	0.1866342607
516	0.1865807293
517	0.1865285722
518	0.1864949859
519	0.18645792
520	0.1864108544
521	0.1863689606
522	0.1863469308
523	0.1863111337
524	0.1862664692
525	0.1862382222
526	0.1861991667
527	0.1861579577
528	0.1861319643
529	0.1861110393
530	0.1860608593
531	0.1860331141
532	0.1860126549
533	0.1859677823
534	0.1859238102
535	0.185901456
536	0.1858669048
537	0.1858468685
538	0.185817713
539	0.1857855212
540	0.1857540716
541	0.1857200305
542	0.1857167509
543	0.185686873
544	0.1856458808
545	0.1856235317
546	0.1855985846
547	0.1855587949
548	0.1855182614
549	0.1854984122
550	0.1854691336
551	0.1854270402
552	0.1853916504
553	0.1853486156
554	0.1853486596
555	0.1853485922
556	0.1853478231
557	0.1853008075
558	0.1852714578
559	0.1852277732
560	0.1851855741
561	0.1851628544
562	0.185124605
563	0.1850946494
564	0.1850572186
565	0.1850005947
566	0.1849604384
567	0.1848138481
568	0.1847789494
569	0.1847477045
570	0.1847134637
571	0.1846712455
572	0.1846298423
573	0.1845849488
574	0.1845411727
575	0.1845054982
576	0.1844812371
577	0.1844464165
578	0.1844238646
579	0.1843907206
580	0.1843496707
581	0.1843173046
582	0.1842920038
583	0.1842593637
584	0.1842593318
585	0.184235065
586	0.1842066942
587	0.1841856901
588	0.1841503104
589	0.1841214962
590	0.1841190623
591	0.1840785024
592	0.1840711336
593	0.1840696738
594	0.1840287973
595	0.1839940028
596	0.1839731186
597	0.1839370806
598	0.1839060172
599	0.1838708482
600	0.1838477992
601	0.1838168738
602	0.1837892002
603	0.1837609794
604	0.1837578672
605	0.1837392608
606	0.1837160972
607	0.1836872076
608	0.1836586507
609	0.1836208916
610	0.1835776219
611	0.1835598758
612	0.1835286512
613	0.1834961359
614	0.1833960681
615	0.1833695936
616	0.1833264181
617	0.1832906518
618	0.1832799233
619	0.1832383162
620	0.1832004282
621	0.183163744
622	0.183128294
623	0.1831009679
624	0.1830595584
625	0.1830229755
626	0.1829976737
627	0.1829611955
628	0.1829410151
629	0.18290895
630	0.1828818332
631	0.1828643482
632	0.1828287172
633	0.1828284654
634	0.1828221488
635	0.1827991386
636	0.1827703728
637	0.1827300989
638	0.1827234418
639	0.1826796806
640	0.1826528871
641	0.1826232622
642	0.1825939061
643	0.1825499276
644	0.1825172845
645	0.182479602
646	0.1824415852
647	0.1824150123
648	0.1823837787
649	0.1823601309
650	0.1823228897
651	0.1823034162
652	0.1822696508
653	0.1822383941
654	0.1822042841
655	0.182177745
656	0.1821489893
657	0.1821190067
658	0.1819776658
659	0.1819389129
660	0.1819236964
661	0.181923698
662	0.1819026733
663	0.1819024673
664	0.1818836003
665	0.1818406158
666	0.1817983688
667	0.1817562793
668	0.1817366605
669	0.1817111774
670	0.1816780678
671	0.1816396043
672	0.1816065618
673	0.1815864634
674	0.1815700277
675	0.1815450186
676	0.1815028133
677	0.1814734822
678	0.1814553011
679	0.181377727
680	0.1813488814
681	0.1813067809
682	0.18127868
683	0.1812589525
684	0.1812324433
685	0.1811307577
686	0.181102577
687	0.181070586
688	0.1809786809
689	0.1809388196
690	0.1809101649
691	0.180897447
692	0.1808748138
693	0.1808378768
694	0.1808043609
695	0.1807217674
696	0.1806969275
697	0.1806672827
698	0.1806419818
699	0.1806128089
700	0.1805824347
701	0.1805517532
702	0.1805157508
703	0.1804958072
704	0.1804507385
705	0.1804183528
706	0.1803943401
707	0.1803633147
708	0.1803327082
709	0.1803069469
710	0.1802800277
711	0.1802575316
712	0.1802179448
713	0.1801954393
714	0.1801575181
715	0.1801258254
716	0.1800889691
717	0.1800618814
718	0.1800327859
719	0.1799998812
720	0.1799630177
721	0.1799383692
722	0.1798973238
723	0.1798624475
724	0.1798453334
725	0.1798115705
726	0.1797770648
727	0.179737036
728	0.1797072974
729	0.1796796544
730	0.1796513755
731	0.1796312661
732	0.1796088579
733	0.179578372
734	0.1795556074
735	0.1795288354
736	0.1794918289
737	0.1794596546
738	0.1794218071
739	0.179386846
740	0.1793665901
741	0.1793288339
742	0.1792995527
743	0.1792628984
744	0.1792307063
745	0.1792046165
746	0.1791918094
747	0.1791746116
748	0.1791432706
749	0.1791237073
750	0.1790963575
751	0.1790705293
752	0.1790398472
753	0.1790153686
754	0.1789890424
755	0.1789550732
756	0.1789277396
757	0.1789028619
758	0.1788779781
759	0.17885256
760	0.1788189781
761	0.1788036097
762	0.1787795138
763	0.1787599632
764	0.1787323887
765	0.1787070775
766	0.1786544574
767	0.1786361443
768	0.1786128968
769	0.1785631049
770	0.1785530621
771	0.1785347872
772	0.1785048019
773	0.1784707519
774	0.1784457719
775	0.1784209383
776	0.1783914445
777	0.1783671601
778	0.1783487591
779	0.1783084108
780	0.1782900064
781	0.1782349325
782	0.1782155874
783	0.1781871408
784	0.1781631655
785	0.1781314999
786	0.1781072494
787	0.1780690672
788	0.178039773
789	0.178015344
790	0.1779910982
791	0.1779646766
792	0.1779335907
793	0.1778964888
794	0.17786136
795	0.1778156867
796	0.1778029254
797	0.1777676637
798	0.1777550364
799	0.17774105
800	0.1776990242
801	0.1776724982
802	0.1776298559
803	0.1776075264
804	0.1775731719
805	0.1775477901
806	0.17753854
807	0.1775384744
808	0.1775213075
809	0.1775157714
810	0.1774891633
811	0.1774581759
812	0.1774259492
813	0.1774003539
814	0.177374757
815	0.1773498198
816	0.1773103444
817	0.1772806221
818	0.1772712466
819	0.1772371502
820	0.1772092598
821	0.1771866404
822	0.1771541182
823	0.1771358661
824	0.1770937207
825	0.1770635141
826	0.1770432539
827	0.1770218446
828	0.1769880227
829	0.1769629631
830	0.1769424738
831	0.1769140891
832	0.1768587973
833	0.1768572615
834	0.1768404974
835	0.1768195365
836	0.1768042226
837	0.1767685651
838	0.1767479719
839	0.1767238667
840	0.1766947633
841	0.1766691151
842	0.176645534
843	0.1766129448
844	0.176532991
845	0.1765071325
846	0.17648304
847	0.176455111
848	0.1763372459
849	0.1763055064
850	0.1762683849
851	0.1762219343
852	0.1762022726
853	0.1761688424
854	0.1761621543
855	0.1761457043
856	0.1761187196
857	0.1760990469
858	0.1760766805
859	0.1760579315
860	0.1760269921
861	0.1760056184
862	0.1759696814
863	0.175945445
864	0.1759301918
865	0.1759021502
866	0.175875953
867	0.1758473805
868	0.1758101258
869	0.1758042069
870	0.1757520805
871	0.1757303229
872	0.1757133546
873	0.1756843868
874	0.175653077
875	0.1756291407
876	0.1755908982
877	0.1755692466
878	0.1755312252
879	0.175513586
880	0.1754908186
881	0.1754601063
882	0.1754359906
883	0.1754107424
884	0.1753828858
885	0.1753736623
886	0.1753435
887	0.1753105458
888	0.1752768258
889	0.1752612951
890	0.1752268513
891	0.175202562
892	0.175170489
893	0.1751394473
894	0.1751009155
895	0.1750170518
896	0.1749739351
897	0.1749738223
898	0.1749456245
899	0.1749257566
900	0.1749133119
901	0.1748891362
902	0.1748587081
903	0.1748307033
904	0.1748025091
905	0.174777291
906	0.1747504279
907	0.1747223457
908	0.1746989129
909	0.1746801837
910	0.1746773059
911	0.174676565
912	0.1746461257
913	0.1746306241
914	0.1745854922
915	0.1745190567
916	0.1745018442
917	0.174482315
918	0.1744802606
919	0.1744802218
920	0.1744383386
921	0.1744105331
922	0.1743723213
923	0.1742790144
924	0.1742509377
925	0.1742179915
926	0.1741859097
927	0.1741454216
928	0.1741216539
929	0.1740261384
930	0.1740018593
931	0.1739613276
932	0.1739539838
933	0.1739276745
934	0.1738610469
935	0.1738404289
936	0.1738050483
937	0.173773421
938	0.1737733636
939	0.1737551933
940	0.1737270566
941	0.1737098921
942	0.1737098787
943	0.1736923148
944	0.1736591389
945	0.1736322152
946	0.1736067649
947	0.1735809738
948	0.1735612435
949	0.1735612215
950	0.1735611928
951	0.1735468056
952	0.1735456742
953	0.173545119
954	0.1735155541
955	0.1734830284
956	0.1734418021
957	0.1734280249
958	0.173393292
959	0.173370266
960	0.1733384589
961	0.17332313
962	0.173290125
963	0.1732591145
964	0.1732152326
965	0.1731849687
966	0.173160417
967	0.1731320161
968	0.1731027217
969	0.1730828657
970	0.1730548268
971	0.1730206111
972	0.1729983035
973	0.1729680857
974	0.172935243
975	0.172903609
976	0.1728857483
977	0.1728494209
978	0.1728266619
979	0.1727980309
980	0.1727684582
981	0.1727410687
982	0.172729374
983	0.1727094647
984	0.1726785553
985	0.1726550217
986	0.1726279612
987	0.1726087032
988	0.1725802322
989	0.1725533404
990	0.1725326405
991	0.1725103867
992	0.1724859063
993	0.1724582829
994	0.1724359396
995	0.172396872
996	0.1723805297
997	0.172324355
998	0.1722833829
999	0.1722481074
